land_type_code,dryness_index,ndvi_p90,ndvi_p50,ndvi_p10,swir_b12,swir_b11,avg_frp,max_frp,activity_ratio,frp_trend,frp_early_avg,frp_early_max,frp_early_trend,persistence_days,dist_refinery_km,dist_power_km,dist_steel_km,dist_mining_km,dist_flare_km,dist_oilgas_km,nearest_industrial_code,persistence_class,persistence_days,behavior_class,behavior_cat,firetype_class,firetype_cat,lat,lon
30,0.78,0.544,0.344,0.184,0.328,0.228,2.34,2.34,0.1,0,2.34,2.34,0,1,100,0.13,100,4.09,100,100,1,0,1,1,grassland,0,industrial_fire,8.3,77.64
10,0.427,0.776,0.584,0.4,0.204,0.116,1.51,1.51,0.1,0,1.51,1.51,0,1,100,46.77,100,46.49,100,100,6,0,1,0,forest,3,wildfire,8.41,80.75
40,0.497,0.664,0.488,0.296,0.208,0.132,1.32,1.32,0.1,0,1.32,1.32,0,1,100,0.93,100,6.13,100,100,1,0,1,3,crop,0,industrial_fire,9.49,77.62
30,0.818,0.584,0.256,0.136,0.336,0.272,0.34,0.34,0.1,0,0.34,0.34,0,1,48.31,0.3,100,16.18,100,100,1,0,1,1,grassland,0,industrial_fire,10.59,77.43
10,0.43,0.72,0.608,0.384,0.2,0.124,0.44,0.44,0.1,0,0.44,0.44,0,1,26.33,4.38,100,6.43,100,100,1,0,1,0,forest,3,wildfire,11.11,77.77
40,0.648,0.648,0.424,0.224,0.268,0.192,1.02,1.02,0.1,0,1.02,1.02,0,1,24.41,8.39,49.76,29.01,100,20.82,1,0,1,3,crop,1,agricultural_burn,12.24,78.06
30,0.751,0.536,0.36,0.232,0.328,0.236,0.22,0.22,0.1,0,0.22,0.22,0,1,100,3.48,100,2.31,100,47.6,6,0,1,1,grassland,0,industrial_fire,12.65,77.79
40,0.617,0.624,0.48,0.312,0.28,0.188,0.66,0.66,0.1,0,0.66,0.66,0,1,100,4.18,100,2.06,100,100,6,0,1,3,crop,2,mining_activity,12.92,77.42
80,0.478,0.776,0.64,0.448,0.248,0.136,4.56,4.56,0.1,0,4.56,4.56,0,1,100,100,100,100,100,100,-1,0,1,4,other,,unknown,6.27,81.06
30,0.437,0.776,0.68,0.48,0.236,0.128,3.29,3.29,0.1,0,3.29,3.29,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,6.72,81.53
30,0.439,-1,-1,-1,0.244,0.14,1.81,1.81,0.1,0,1.81,1.81,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,6.74,81.51
10,0.382,-1,-1,-1,0.212,0.108,3.79,3.79,0.1,0,3.79,3.79,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,6.83,81.44
30,0.29,0.816,0.76,0.64,0.208,0.104,5,5,0.1,0,5,5,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,6.87,81.49
10,0.334,0.808,0.744,0.592,0.216,0.112,3.51,3.51,0.1,0,3.51,3.51,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,6.88,81.46
10,0.298,0.816,0.76,0.64,0.212,0.108,5.41,5.41,0.1,0,5.41,5.41,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,7.05,81.47
30,0.706,0.576,0.312,0.152,0.276,0.188,6.87,6.87,0.1,0,6.87,6.87,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,7.12,81.83
40,0.554,0.752,0.28,0.104,0.176,0.112,9.28,9.28,0.1,0,9.28,9.28,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,7.2,81.81
40,0.562,0.784,0.256,0.104,0.18,0.12,3.31,3.31,0.1,0,3.31,3.31,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,7.3,81.83
40,0.521,0.744,0.272,0.112,0.16,0.1,5.45,5.45,0.1,0,5.45,5.45,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,7.36,81.82
40,0.641,0.672,0.344,0.2,0.256,0.172,2.51,2.51,0.1,0,2.51,2.51,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,7.59,81.69
10,0.422,0.816,0.576,0.36,0.188,0.104,3.95,3.95,0.1,0,3.95,3.95,0,1,100,42.07,100,38.43,100,100,6,0,1,0,forest,3,wildfire,7.93,80.62
10,0.317,0.816,0.712,0.584,0.204,0.104,5.41,5.41,0.1,0,5.41,5.41,0,1,100,100,100,100,100,100,6,0,1,0,forest,3,wildfire,8.41,80.83
10,0.497,0.744,0.568,0.344,0.224,0.132,3.26,3.26,0.1,0,3.26,3.26,0,1,100,18.93,100,22.58,100,100,6,0,1,0,forest,3,wildfire,8.43,80.34
30,0.446,0.752,0.576,0.392,0.212,0.12,5.61,5.61,0.1,0,5.61,5.61,0,1,100,100,100,48.28,100,100,3,0,1,1,grassland,3,wildfire,8.53,80.82
10,0.53,0.768,0.528,0.336,0.24,0.148,2.27,2.27,0.1,0,2.27,2.27,0,1,100,100,100,43.48,100,100,3,0,1,0,forest,3,wildfire,8.55,80.78
40,0.43,0.712,0.432,0.264,0.16,0.096,5.17,5.17,0.1,0,5.17,5.17,0,1,100,2.04,100,20.6,100,100,1,0,1,3,crop,0,industrial_fire,8.57,78.08
10,0.262,0.816,0.768,0.64,0.192,0.088,28.26,28.26,0.1,0,28.26,28.26,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,8.64,80.93
30,0.283,0.808,0.736,0.592,0.188,0.092,5.4,5.4,0.1,0,5.4,5.4,0,1,100,40.26,100,15.01,100,100,3,0,1,1,grassland,3,wildfire,8.68,80.26
30,0.655,0.656,0.304,0.128,0.24,0.172,3.26,3.26,0.1,0,3.26,3.26,0,1,100,5.33,100,7.24,100,100,1,0,1,1,grassland,3,wildfire,8.71,77.97
40,0.66,0.64,0.304,0.144,0.248,0.18,3.26,3.26,0.1,0,3.26,3.26,0,1,100,4.92,100,8.1,100,100,1,0,1,3,crop,1,agricultural_burn,8.71,77.98
20,0.66,0.64,0.304,0.144,0.248,0.18,4.69,4.69,0.1,0,4.69,4.69,0,1,100,3.86,100,8.8,100,100,1,0,1,2,shrubland,0,industrial_fire,8.72,77.98
10,0.262,0.84,0.776,0.616,0.184,0.084,6.65,6.65,0.1,0,6.65,6.65,0,1,100,100,100,40.5,100,100,3,0,1,0,forest,3,wildfire,8.73,80.75
60,0.581,0.568,0.4,0.264,0.244,0.168,5.48,5.48,0.1,0,5.48,5.48,0,1,100,4.17,100,18.08,100,100,6,0,1,4,other,1,agricultural_burn,8.73,78.11
20,0.667,0.368,0.24,0.168,0.26,0.208,2.63,2.63,0.1,0,2.63,2.63,0,1,100,2.99,100,11.7,100,100,6,0,1,2,shrubland,0,industrial_fire,8.79,78.11
30,0.643,0.672,0.36,0.136,0.236,0.168,3.18,3.18,0.1,0,3.18,3.18,0,1,100,0.48,100,5.05,100,100,1,0,1,1,grassland,0,industrial_fire,8.85,78.04
10,0.259,0.8,0.728,0.632,0.188,0.092,5.92,5.92,0.1,0,5.92,5.92,0,1,100,43.28,100,30.88,100,100,3,0,1,0,forest,3,wildfire,8.91,80.35
40,0.444,0.776,0.536,0.336,0.192,0.116,7.44,7.44,0.1,0,7.44,7.44,0,1,100,100,100,37.33,100,100,3,0,1,3,crop,1,agricultural_burn,8.91,80.59
40,0.629,0.608,0.344,0.208,0.252,0.188,3.48,3.48,0.1,0,3.48,3.48,0,1,100,0.32,100,8.01,100,100,1,0,1,3,crop,0,industrial_fire,8.99,77.82
40,0.442,0.76,0.632,0.424,0.22,0.132,2.99,5.74,0.2,5.5,2.99,5.74,5.5,2,100,100,100,100,100,100,-1,1,2,3,crop,1,agricultural_burn,9,80.67
10,0.384,0.784,0.648,0.472,0.204,0.108,6.56,6.56,0.1,0,6.56,6.56,0,1,100,100,100,40.82,100,100,3,0,1,0,forest,3,wildfire,9.05,80.5
40,0.49,0.744,0.48,0.32,0.212,0.136,2.82,2.82,0.1,0,2.82,2.82,0,1,100,44.68,100,21.05,100,100,3,0,1,3,crop,1,agricultural_burn,9.14,80.27
40,0.434,0.744,0.584,0.4,0.208,0.124,71.88,71.88,0.1,0,71.88,71.88,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,9.15,80.72
10,0.317,0.808,0.712,0.488,0.172,0.084,33.78,33.78,0.1,0,33.78,33.78,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,9.16,80.72
40,0.61,0.64,0.32,0.168,0.228,0.176,9.06,9.06,0.1,0,9.06,9.06,0,1,100,5.35,100,11.8,100,100,6,0,1,3,crop,1,agricultural_burn,9.19,77.79
10,0.48,0.648,0.48,0.336,0.212,0.128,4.51,4.51,0.1,0,4.51,4.51,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,9.24,80.79
20,0.504,0.68,0.488,0.368,0.236,0.156,7.43,7.43,0.1,0,7.43,7.43,0,1,100,3.22,100,25.36,100,100,1,0,1,2,shrubland,0,industrial_fire,9.28,78.39
10,0.569,0.664,0.416,0.272,0.24,0.164,2.22,2.22,0.1,0,2.22,2.22,0,1,100,2.89,100,26.45,100,100,1,0,1,0,forest,0,industrial_fire,9.28,78.4
40,0.622,0.68,0.384,0.232,0.256,0.176,2.22,2.22,0.1,0,2.22,2.22,0,1,100,1.79,100,26.31,100,100,1,0,1,3,crop,0,industrial_fire,9.29,78.4
20,0.542,0.688,0.464,0.328,0.244,0.16,3.83,3.83,0.1,0,3.83,3.83,0,1,100,1.61,100,25.13,100,100,1,0,1,2,shrubland,0,industrial_fire,9.3,78.39
40,0.698,0.488,0.264,0.104,0.256,0.2,3.75,3.75,0.1,0,3.75,3.75,0,1,100,9.33,100,29.11,100,100,1,0,1,3,crop,1,agricultural_burn,9.37,78.62
40,0.583,0.744,0.384,0.176,0.216,0.148,5.18,5.18,0.1,0,5.18,5.18,0,1,100,14.81,100,21.01,100,100,1,0,1,3,crop,1,agricultural_burn,9.43,80.42
10,0.516,0.656,0.504,0.384,0.248,0.16,5.04,5.04,0.1,0,5.04,5.04,0,1,100,2.5,100,29.47,100,100,1,0,1,0,forest,0,industrial_fire,9.57,80.37
10,0.576,0.36,0.216,0.104,0.188,0.108,2.72,2.72,0.1,0,2.72,2.72,0,1,100,7.77,100,42.11,100,100,6,0,1,0,forest,3,wildfire,9.6,79.99
20,0.814,0.584,0.208,0.144,0.348,0.284,2.12,2.12,0.1,0,2.12,2.12,0,1,100,4.71,100,20.75,100,100,1,0,1,2,shrubland,3,wildfire,9.74,78.58
40,0.554,0.688,0.392,0.248,0.224,0.148,5.67,5.67,0.1,0,5.67,5.67,0,1,100,9.67,100,14.64,100,100,6,0,1,3,crop,1,agricultural_burn,9.74,78.35
60,0.775,0.392,0.272,0.192,0.328,0.252,1.63,1.63,0.1,0,1.63,1.63,0,1,100,19.46,100,47.93,100,100,6,0,1,4,other,1,agricultural_burn,9.76,80.26
20,0.775,0.64,0.296,0.208,0.34,0.244,1.87,1.87,0.1,0,1.87,1.87,0,1,100,2.76,100,5.07,100,100,6,0,1,2,shrubland,0,industrial_fire,9.88,78.47
10,0.391,0.728,0.568,0.4,0.184,0.104,5.4,5.4,0.1,0,5.4,5.4,0,1,100,2.33,100,3.42,100,100,6,0,1,0,forest,0,industrial_fire,9.93,78.07
40,0.581,0.624,0.456,0.24,0.236,0.156,2.94,2.94,0.1,0,2.94,2.94,0,1,100,0.85,100,2.4,100,100,1,0,1,3,crop,0,industrial_fire,9.95,78.19
40,0.557,0.712,0.496,0.328,0.252,0.168,0.94,0.94,0.1,0,0.94,0.94,0,1,100,6.8,100,7.57,100,100,1,0,1,3,crop,1,agricultural_burn,9.96,78.4
20,0.578,0.696,0.48,0.304,0.256,0.172,1.75,1.75,0.1,0,1.75,1.75,0,1,100,7.46,100,7.91,100,100,1,0,1,2,shrubland,3,wildfire,9.96,78.39
40,0.578,0.744,0.52,0.28,0.248,0.156,1.8,1.8,0.1,0,1.8,1.8,0,1,100,4.88,100,3.82,100,100,3,0,1,3,crop,2,mining_activity,10.07,78.37
30,0.674,0.608,0.424,0.24,0.288,0.2,2.93,2.93,0.1,0,2.93,2.93,0,1,100,3.67,100,3.89,100,100,1,0,1,1,grassland,0,industrial_fire,10.59,78.85
40,0.614,0.608,0.328,0.184,0.236,0.172,2.33,2.33,0.1,0,2.33,2.33,0,1,100,4.01,100,4.02,100,100,1,0,1,3,crop,1,agricultural_burn,10.81,78.81
40,0.586,0.656,0.504,0.304,0.26,0.18,3.3,3.3,0.1,0,3.3,3.3,0,1,35.92,3.69,100,3.47,100,100,3,0,1,3,crop,0,industrial_fire,11.25,77.77
10,0.574,0.72,0.496,0.288,0.248,0.164,3.31,3.31,0.1,0,3.31,3.31,0,1,100,4.14,100,19.07,100,100,1,0,1,0,forest,3,wildfire,11.62,79.67
90,0.444,0.584,0.352,0.144,0.128,0.068,2.69,2.69,0.1,0,2.69,2.69,0,1,100,1.7,100,12.66,100,100,1,0,1,4,other,0,industrial_fire,11.97,79.74
10,0.473,0.696,0.536,0.36,0.216,0.124,3.39,3.39,0.1,0,3.39,3.39,0,1,100,2.1,100,11.89,100,100,1,0,1,0,forest,0,industrial_fire,11.98,79.74
40,0.485,0.736,0.52,0.28,0.196,0.108,1.88,1.88,0.1,0,1.88,1.88,0,1,100,2.51,100,28.73,100,100,1,0,1,3,crop,0,industrial_fire,12.63,79.55
40,0.497,-1,-1,-1,0.276,0.196,6.55,6.55,0.1,0,6.55,6.55,0,1,100,7.24,100,29.73,100,100,6,0,1,3,crop,1,agricultural_burn,14.49,79.71
40,0.799,0.504,0.288,0.168,0.352,0.268,3.27,3.27,0.1,0,3.27,3.27,0,1,100,12.12,100,19.97,100,100,6,0,1,3,crop,1,agricultural_burn,14.59,77.66
20,0.629,0.624,0.456,0.28,0.276,0.176,12.84,12.84,0.1,0,12.84,12.84,0,1,100,6.18,100,14.37,100,100,1,0,1,2,shrubland,3,wildfire,14.66,75.65
20,0.641,0.632,0.456,0.296,0.288,0.188,12.84,12.84,0.1,0,12.84,12.84,0,1,100,6.7,100,15.38,100,100,1,0,1,2,shrubland,3,wildfire,14.66,75.66
10,0.629,0.672,0.432,0.208,0.252,0.16,3.81,3.81,0.1,0,3.81,3.81,0,1,100,2.72,100,15.98,100,100,1,0,1,0,forest,0,industrial_fire,14.66,79.55
10,0.641,0.544,0.392,0.248,0.272,0.192,21.57,21.57,0.1,0,21.57,21.57,0,1,100,8.1,100,100,100,100,1,0,1,0,forest,3,wildfire,15.09,79.78
40,0.734,0.472,0.24,0.152,0.292,0.22,4.34,4.34,0.1,0,4.34,4.34,0,1,100,6.61,100,44.03,100,100,6,0,1,3,crop,1,agricultural_burn,15.33,78.97
40,0.751,0.624,0.272,0.16,0.304,0.244,7.27,7.27,0.1,0,7.27,7.27,0,1,100,13.22,100,25.26,100,100,6,0,1,3,crop,1,agricultural_burn,15.64,79.59
40,0.545,0.672,0.488,0.288,0.232,0.144,4.96,4.96,0.1,0,4.96,4.96,0,1,100,3.25,100,15.62,100,36.74,6,0,1,3,crop,0,industrial_fire,15.73,79.84
30,0.746,0.36,0.176,-0.288,0.248,0.188,2.15,2.61,0.2,-0.93,2.15,2.61,-0.93,2,100,10.59,100,34.76,100,100,1,1,2,1,grassland,3,wildfire,15.99,78.4
40,0.804,0.52,0.312,0.16,0.336,0.252,10.46,10.46,0.1,0,10.46,10.46,0,1,100,7.3,100,47.19,100,100,1,0,1,3,crop,1,agricultural_burn,16.13,77.83
40,0.804,0.48,0.296,0.16,0.344,0.264,6.35,6.35,0.1,0,6.35,6.35,0,1,100,7.02,100,47.2,100,100,1,0,1,3,crop,1,agricultural_burn,16.14,77.83
50,0.576,0.184,0.08,0.008,0.156,0.128,3.23,3.23,0.1,0,3.23,3.23,0,1,100,0.68,100,10.39,100,100,6,0,1,4,other,0,industrial_fire,20.97,86.01
80,0.626,0.496,0.248,0.128,0.224,0.172,8.67,11.6,0.2,-5.86,8.67,11.6,-5.86,2,26.79,5.48,100,1.32,100,100,6,1,2,4,other,2,mining_activity,21.74,83.84
60,0.634,0.288,0.12,0.056,0.204,0.168,3.9,5.74,0.3,2.76,2.98,5.28,4.6,3,26.04,4.69,100,0.69,100,100,6,1,3,4,other,2,mining_activity,21.75,83.84
30,0.578,0.248,0.12,0.064,0.176,0.148,4.78,5.28,0.2,-1,4.78,5.28,-1,2,24.53,3.23,100,1.15,100,100,6,1,2,1,grassland,0,industrial_fire,21.76,83.85
20,0.842,0.256,0.136,0.096,0.392,0.348,2.03,2.03,0.1,0,2.03,2.03,0,1,100,26.34,100,30.05,100,100,6,0,1,2,shrubland,3,wildfire,27.43,70.86
60,0.538,0.248,0.16,0.104,-1,-1,2.26,2.26,0.1,0,2.26,2.26,0,1,100,100,100,100,100,100,-1,0,1,4,other,1,agricultural_burn,33.23,71.52
20,0.756,0.216,0.136,0.104,0.288,0.252,0.97,0.97,0.1,0,0.97,0.97,0,1,100,100,100,100,100,100,-1,0,1,2,shrubland,3,wildfire,33.24,71.51
50,0.708,0.248,0.168,0.112,0.264,0.236,1.18,1.44,0.2,0.53,1.18,1.44,0.53,2,100,0.5,100,1.72,100,100,6,1,2,4,other,0,industrial_fire,26.27,74.19
10,0.449,0.752,0.552,0.352,0.2,0.124,2.8,2.8,0.1,0,2.8,2.8,0,1,6.54,8.86,100,11.06,100,100,6,0,1,0,forest,0,industrial_fire,27.38,95.08
20,0.78,0.208,0.144,0.088,0.296,0.26,2.4,2.61,0.3,0.32,2.29,2.4,0.22,3,100,48.1,100,100,100,100,1,1,3,2,shrubland,3,wildfire,32.89,71.61
10,0.492,0.688,0.56,0.376,0.232,0.152,0.56,0.56,0.1,0,0.56,0.56,0,1,18.63,1.64,100,6.85,100,100,1,0,1,0,forest,0,industrial_fire,11.04,77.72
50,0.787,0.336,0.232,0.136,0.316,0.268,0.38,0.38,0.1,0,0.38,0.38,0,1,26.56,2.9,100,9.19,100,100,6,0,1,4,other,0,industrial_fire,11.14,77.35
80,-1,-1,-1,-1,-1,-1,0.97,1.49,0.2,-1.04,0.97,1.49,-1.04,2,100,25.17,100,100,100,100,1,1,2,4,other,,unknown,11.27,80.01
30,0.545,0.656,0.52,0.336,0.248,0.164,0.36,0.36,0.1,0,0.36,0.36,0,1,100,2.55,100,40.01,100,100,1,0,1,1,grassland,0,industrial_fire,11.54,77.22
10,0.49,0.592,0.424,0.272,0.196,0.144,1.31,1.99,0.3,1.02,0.97,1.2,0.46,3,32.13,0.51,0.54,15.94,100,100,1,1,3,0,forest,0,industrial_fire,11.81,77.92
10,0.547,0.592,0.432,0.248,0.22,0.164,0.87,1.06,0.2,0.39,0.87,1.06,0.39,2,31.3,0.35,0.64,16.27,100,100,1,1,2,0,forest,0,industrial_fire,11.82,77.92
40,0.595,0.64,0.464,0.288,0.26,0.168,0.53,0.53,0.1,0,0.53,0.53,0,1,100,5.05,100,14.66,100,100,6,0,1,3,crop,1,agricultural_burn,12.25,79.63
60,0.557,0.504,0.312,0.16,0.196,0.14,1.34,1.61,0.2,0.54,1.34,1.61,0.54,2,100,1.27,100,23.95,100,100,1,1,2,4,other,0,industrial_fire,13.71,79.62
10,0.775,0.56,0.336,0.208,0.336,0.24,0.97,0.97,0.1,0,0.97,0.97,0,1,100,10.96,100,14.67,100,100,1,0,1,0,forest,3,wildfire,13.89,77.03
20,0.643,0.552,0.36,0.232,0.268,0.2,0.8,0.8,0.1,0,0.8,0.8,0,1,100,6.48,100,20.34,100,100,6,0,1,2,shrubland,3,wildfire,13.9,76.56
60,0.715,0.08,0.04,0.016,0.236,0.204,3.61,3.86,0.3,-0.73,3.86,3.86,-0.01,3,100,2.6,100,1.98,100,100,3,1,3,4,other,0,industrial_fire,17.96,80.79
40,0.708,0.48,0.224,0.112,0.264,0.2,0.73,0.73,0.1,0,0.73,0.73,0,1,100,10.13,100,0.46,100,100,3,0,1,3,crop,2,mining_activity,19.82,79.24
60,0.605,0.592,0.328,0.152,0.22,0.156,1.25,1.25,0.1,0,1.25,1.25,0,1,100,1.2,100,0.55,100,100,6,0,1,4,other,0,industrial_fire,19.94,73.71
40,0.614,0.64,0.424,0.208,0.244,0.16,1.21,1.21,0.1,0,1.21,1.21,0,1,100,0.84,100,5.3,100,100,6,0,1,3,crop,0,industrial_fire,19.96,79.33
60,0.497,0.112,0.056,0.032,0.12,0.112,5.05,9.44,0.3,-3.84,6.33,9.44,6.22,3,2.39,1.03,100,100,100,100,6,1,3,4,other,0,industrial_fire,21.11,72.64
40,0.636,0.496,0.224,0.112,0.224,0.172,0.85,0.85,0.1,0,0.85,0.85,0,1,100,0.97,100,13.21,100,100,1,0,1,3,crop,0,industrial_fire,22.27,75.13
10,0.36,0.8,0.728,0.56,0.22,0.116,1.72,1.72,0.1,0,1.72,1.72,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,6.85,81.46
40,0.382,0.792,0.616,0.44,0.192,0.1,1.8,1.8,0.1,0,1.8,1.8,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,7.97,81.1
10,0.365,0.808,0.696,0.552,0.22,0.112,1.72,1.72,0.1,0,1.72,1.72,0,1,100,100,100,100,100,100,6,0,1,0,forest,3,wildfire,8.12,80.8
10,0.602,0.656,0.424,0.24,0.248,0.168,0.44,0.44,0.1,0,0.44,0.44,0,1,100,4.29,100,7.65,100,100,1,0,1,0,forest,3,wildfire,8.67,77.99
10,0.662,0.632,0.336,0.176,0.26,0.188,0.43,0.43,0.1,0,0.43,0.43,0,1,100,2.22,100,7.66,100,100,6,0,1,0,forest,0,industrial_fire,8.85,78.13
60,0.67,0.368,0.232,0.152,0.256,0.208,1.33,1.33,0.1,0,1.33,1.33,0,1,100,0.72,100,1.24,100,100,6,0,1,4,other,0,industrial_fire,14.61,78.52
60,0.545,0.456,0.256,0.096,0.168,0.128,1.46,2.02,0.2,-1.13,1.46,2.02,-1.13,2,100,7.45,100,3.73,100,100,6,1,2,4,other,2,mining_activity,15.11,76.81
30,0.686,0.584,0.344,0.184,0.276,0.18,1.59,1.59,0.1,0,1.59,1.59,0,1,100,7.86,100,100,100,42.17,6,0,1,1,grassland,3,wildfire,15.13,79.96
30,0.533,0.344,0.192,0.08,0.156,0.124,1.18,1.18,0.1,0,1.18,1.18,0,1,100,4.44,100,4.44,100,100,6,0,1,1,grassland,3,wildfire,15.17,76.79
50,0.595,0.208,0.104,0.048,0.18,0.16,1.87,1.87,0.1,0,1.87,1.87,0,1,100,2.63,100,2.86,100,100,6,0,1,4,other,0,industrial_fire,15.18,76.69
10,0.559,0.392,0.176,0.12,0.184,0.148,1.57,1.81,0.2,0.49,1.57,1.81,0.49,2,100,2.7,100,24.39,100,100,6,1,2,0,forest,0,industrial_fire,15.18,77.1
60,0.542,0.112,0.048,0.016,0.14,0.124,2.41,2.73,0.3,0.48,2.25,2.38,-0.27,3,100,0.78,100,2.37,100,100,6,1,3,4,other,0,industrial_fire,15.18,76.67
60,0.53,0.28,0.176,0.096,0.16,0.136,4.25,4.32,0.2,0.15,4.25,4.32,0.15,2,100,2.46,100,4.36,100,100,6,1,2,4,other,0,industrial_fire,15.18,76.64
10,0.617,0.536,0.296,0.144,0.224,0.168,2.04,3.12,0.3,-1.55,2.56,3.12,1.12,3,100,1.44,100,2.69,100,100,6,1,3,0,forest,0,industrial_fire,15.34,76.28
20,0.626,0.64,0.416,0.224,0.256,0.172,0.61,0.61,0.1,0,0.61,0.61,0,1,100,11.14,100,24.69,100,100,1,0,1,2,shrubland,3,wildfire,15.9,79.43
30,0.6,0.664,0.48,0.208,0.236,0.148,1.04,1.04,0.1,0,1.04,1.04,0,1,100,10.07,100,36.75,100,100,1,0,1,1,grassland,3,wildfire,15.98,79.14
10,0.509,0.72,0.552,0.24,0.196,0.116,0.87,0.87,0.1,0,0.87,0.87,0,1,100,9.85,100,45,100,100,1,0,1,0,forest,3,wildfire,16.1,79.17
50,0.523,0.456,0.28,0.128,-1,-1,1.4,1.5,0.2,-0.2,1.4,1.5,-0.2,2,100,0.59,100,0.78,100,100,6,1,2,4,other,0,industrial_fire,17.06,76.98
50,0.61,0.576,0.264,0.12,0.212,0.16,1.09,1.09,0.1,0,1.09,1.09,0,1,100,0.41,100,1.63,100,100,1,0,1,4,other,0,industrial_fire,17.14,77.17
50,0.588,0.464,0.272,0.144,0.208,0.164,1.1,1.4,0.2,-0.6,1.1,1.4,-0.6,2,100,0.65,100,1.38,100,100,1,1,2,4,other,0,industrial_fire,17.14,77.18
30,0.866,0.104,0.072,0.056,0.34,0.32,2.25,2.25,0.1,0,2.25,2.25,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,32.3,70.73
20,0.766,0.216,0.136,0.088,0.288,0.256,2.92,2.92,0.1,0,2.92,2.92,0,1,100,100,100,100,100,100,-1,0,1,2,shrubland,3,wildfire,33.24,71.52
10,0.586,0.248,0.192,0.136,0.204,0.168,2.3,2.3,0.1,0,2.3,2.3,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,33.24,71.3
10,0.269,0.832,0.768,0.616,0.188,0.088,2.2,2.2,0.1,0,2.2,2.2,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,6.57,80.85
10,0.259,0.824,0.776,0.656,0.196,0.092,3.28,3.28,0.1,0,3.28,3.28,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,6.7,81.34
10,0.259,0.824,0.776,0.656,0.196,0.092,2.2,2.2,0.1,0,2.2,2.2,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,6.71,81.34
10,0.394,0.784,0.68,0.504,0.22,0.12,3.5,3.5,0.1,0,3.5,3.5,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,6.76,81.38
30,0.341,0.808,0.728,0.568,0.212,0.116,2.08,2.08,0.1,0,2.08,2.08,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,6.82,80.88
40,0.504,0.776,0.416,0.2,0.18,0.096,5.21,5.21,0.1,0,5.21,5.21,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,7.49,81.01
10,0.223,0.832,0.8,0.656,0.176,0.076,5.66,5.66,0.1,0,5.66,5.66,0,1,100,100,100,44.95,100,100,3,0,1,0,forest,3,wildfire,8.88,80.72
10,0.238,0.832,0.784,0.632,0.176,0.08,4.23,4.23,0.1,0,4.23,4.23,0,1,100,100,100,45.83,100,100,3,0,1,0,forest,3,wildfire,8.88,80.73
10,0.182,0.8,0.752,0.664,0.156,0.072,2.22,2.22,0.1,0,2.22,2.22,0,1,100,28.83,100,35.41,100,100,6,0,1,0,forest,3,wildfire,9.02,80.18
10,0.336,0.784,0.672,0.48,0.18,0.092,1.67,1.67,0.1,0,1.67,1.67,0,1,100,28.97,100,31.05,100,100,6,0,1,0,forest,3,wildfire,9.08,80.13
40,0.689,0.608,0.296,0.168,0.272,0.2,4.63,4.63,0.1,0,4.63,4.63,0,1,100,11.71,100,37.96,100,100,6,0,1,3,crop,1,agricultural_burn,9.36,78.73
10,0.619,0.664,0.456,0.32,0.284,0.192,6.75,6.75,0.1,0,6.75,6.75,0,1,100,13.1,100,30.02,100,38.88,6,0,1,0,forest,3,wildfire,10.41,79.52
20,0.636,0.656,0.488,0.256,0.272,0.184,3.86,3.86,0.1,0,3.86,3.86,0,1,100,6.06,100,14.75,100,100,6,0,1,2,shrubland,3,wildfire,10.99,78.76
30,0.581,0.664,0.432,0.24,0.236,0.156,2.73,2.73,0.1,0,2.73,2.73,0,1,100,1.6,100,7.63,100,100,1,0,1,1,grassland,0,industrial_fire,12.21,79.83
